City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,jiayuguan,39.8167,98.3,288.28,18,89,10.68,CN,1682317730
304,noumea,-22.2763,166.4572,300.37,99,51,3.66,NC,1682317803
305,natal,-5.795,-35.2094,297.51,88,20,3.09,BR,1682318025
306,caucaia,-3.7361,-38.6531,299.12,79,20,2.06,BR,1682318025
307,atbasar,51.8,68.3333,287.9,45,12,7.26,KZ,1682318025
308,katsuura,35.1333,140.3,285.76,59,100,5.03,JP,1682317750
309,rawson,-43.3002,-65.1023,289.38,51,29,4.3,AR,1682318026
310,belogorsk,50.9158,128.4611,283.11,16,49,5.95,RU,1682318026
311,koppal,15.35,76.15,306.97,21,5,1.99,IN,1682318026
312,hovd,48.0056,91.6419,282.21,23,98,3.19,MN,1682318026
313,zaranj,30.9667,61.8833,306.13,9,100,3.05,AF,1682318026
314,dwarka,22.2394,68.9678,303.11,54,100,4.07,IN,1682318027
315,parana,-31.732,-60.5238,291.23,87,100,1.77,AR,1682317798
316,bobo dioulasso,11.1771,-4.2979,300.4,65,0,5.14,BF,1682318027
317,pacific grove,36.6177,-121.9166,284.97,88,100,3.6,US,1682318027
318,raudeberg,61.9875,5.1352,276.52,66,100,15.87,NO,1682318028
319,baykit,61.67,96.37,276.42,99,100,2.45,RU,1682318028
320,polunochnoye,60.8697,60.4153,276.17,38,100,3.96,RU,1682318028
321,trelew,-43.249,-65.3051,289.19,46,21,4.09,AR,1682318028
322,aras,42.5617,-2.356,283.55,94,75,0.51,ES,1682318029
323,clyde river,70.4692,-68.5914,262.28,85,100,1.03,CA,1682317984
324,keti bandar,24.1447,67.4497,304.43,47,100,4.69,PK,1682318029
325,kandrian,-6.2167,149.55,301.76,73,45,1.41,PG,1682318029
326,necochea,-38.5473,-58.7368,285.31,88,1,3.23,AR,1682318030
327,bukachacha,52.9833,116.9167,275.54,29,100,6.05,RU,1682318030
328,voyvozh,62.892,54.9635,272.45,75,100,2.82,RU,1682318030
329,cayenne,4.9333,-52.3333,296.17,100,100,0.0,GF,1682318030
330,cap malheureux,-19.9842,57.6142,301.74,73,61,3.13,MU,1682318031
331,tabuk,17.4189,121.4443,304.66,49,41,2.58,PH,1682318031
332,leh,34.1667,77.5833,275.43,25,2,0.91,IN,1682317968
333,arona,28.0996,-16.681,289.02,84,20,3.09,ES,1682318031
334,odweyne,9.4092,45.064,300.51,53,35,4.91,SO,1682318032
335,bad kreuznach,49.8333,7.8667,283.74,78,100,6.58,DE,1682318032
336,howard springs,-12.497,131.047,306.47,61,11,3.18,AU,1682318032
337,niquelandia,-14.4739,-48.4597,292.2,81,5,1.63,BR,1682318033
338,amahai,-3.3333,128.9167,302.01,75,46,2.18,ID,1682318033
339,bonthe,7.5264,-12.505,300.26,85,59,1.16,SL,1682318034
340,slave lake,55.2834,-114.769,281.14,42,100,3.09,CA,1682318035
341,dawei,14.0833,98.2,308.73,44,14,5.69,MM,1682318035
342,lompoc,34.6391,-120.4579,285.81,81,100,9.83,US,1682318036
343,vitim,59.4511,112.5578,274.61,72,100,3.41,RU,1682318036
344,begunitsy,59.5855,29.3176,288.88,50,0,5.78,RU,1682318036
345,pontianak,-0.0333,109.3333,299.14,89,40,1.54,ID,1682318037
346,egvekinot,66.3167,-179.1667,259.33,76,1,4.63,RU,1682318037
347,kloulklubed,7.0419,134.2556,302.43,72,97,2.26,PW,1682318037
348,bairnsdale,-37.8333,147.6167,293.74,70,0,1.79,AU,1682318037
349,yershov,51.3513,48.2766,289.64,45,45,4.64,RU,1682317892
350,heihe,50.2441,127.4902,284.47,15,100,5.39,CN,1682317826
351,bocas del toro,9.3333,-82.25,299.03,79,86,1.15,PA,1682318039
352,axim,4.8699,-2.2405,300.29,83,100,0.72,GH,1682318039
353,srednekolymsk,67.45,153.6833,274.55,85,100,5.4,RU,1682318039
354,guanica,17.9716,-66.908,297.58,64,86,1.79,PR,1682318040
355,palana,59.1167,159.9667,273.54,68,100,8.91,RU,1682318040
356,bequimao,-2.4489,-44.7825,296.55,94,100,0.09,BR,1682318040
357,nueva loja,0.0847,-76.8828,293.4,99,100,0.4,EC,1682318041
358,potosi,-19.5836,-65.7531,276.88,74,0,1.01,BO,1682318041
359,san juan,-31.5375,-68.5364,287.27,71,27,2.9,AR,1682318041
360,vila franca do campo,37.7167,-25.4333,289.38,95,100,6.51,PT,1682318041
361,hua hin,12.5707,99.9588,307.16,55,20,3.6,TH,1682317954
362,kalabo,-14.97,22.6814,298.74,52,100,2.61,ZM,1682318042
363,sitka,57.0531,-135.33,280.09,81,100,4.12,US,1682318042
364,vao,-22.6667,167.4833,298.51,74,10,6.93,NC,1682318042
365,alta floresta,-9.8756,-56.0861,293.69,99,98,1.48,BR,1682318043
366,pandan,14.0453,124.1694,301.33,70,32,4.75,PH,1682318043
367,kenora,49.8167,-94.4337,272.69,51,75,2.57,CA,1682318043
368,nome,64.5011,-165.4064,267.19,53,0,6.17,US,1682318043
369,touba,8.2833,-7.6833,295.4,92,35,1.46,CI,1682318044
370,san marcos,33.1434,-117.1661,288.15,87,100,2.06,US,1682318044
371,price,39.5994,-110.8107,280.74,49,0,2.57,US,1682318044
372,seydi,39.4816,62.9137,304.48,15,6,5.72,TM,1682318044
373,biri,12.6833,124.3636,301.28,76,84,6.34,PH,1682318045
374,mogadishu,2.0371,45.3438,303.08,79,75,2.57,SO,1682318045
375,teluknaga,-6.0989,106.6381,307.33,63,20,5.14,ID,1682318045
376,tsagan aman,47.5639,46.7218,286.29,72,100,6.65,RU,1682318045
377,pisco,-13.7,-76.2167,294.18,83,0,0.51,PE,1682318046
378,kyrylivka,46.3759,35.3675,285.32,72,100,2.77,UA,1682318046
379,tshikapa,-6.4167,20.8,296.75,89,100,1.62,CD,1682318046
380,christchurch,-43.5333,172.6333,284.21,62,15,3.09,NZ,1682317938
381,klaksvik,62.2266,-6.589,274.66,63,100,10.72,FO,1682318047
382,mahajanga,-15.7167,46.3167,305.16,66,20,2.57,MG,1682318047
383,surab,28.4914,66.2585,296.4,13,100,2.47,PK,1682318047
384,puerto escondido,15.85,-97.0667,299.62,83,32,2.74,MX,1682318048
385,riohacha,11.5444,-72.9072,297.46,83,9,1.93,CO,1682318048
386,karratha,-20.7377,116.8463,303.79,43,0,5.23,AU,1682317888
387,yarega,63.4354,53.5765,272.49,66,98,2.74,RU,1682318048
388,taoudenni,22.6783,-3.9836,300.58,20,0,3.3,ML,1682318049
389,safaga,26.7292,33.9365,299.34,41,0,5.72,EG,1682317982
390,ahipara,-35.1667,173.1667,289.28,54,82,7.82,NZ,1682318049
391,aden,12.7794,45.0367,301.79,72,9,6.16,YE,1682318049
392,walvis bay,-22.9575,14.5053,289.68,94,75,2.57,NA,1682318050
393,kitimat,54.0524,-128.6534,280.36,26,100,1.47,CA,1682318050
394,chapada dos guimaraes,-15.4606,-55.7497,292.96,93,75,1.56,BR,1682318050
395,ossora,59.2353,163.0719,273.52,94,100,3.39,RU,1682318050
396,norman wells,65.282,-126.8329,260.17,78,100,3.09,CA,1682318051
397,kolomyya,48.5306,25.0403,285.54,67,99,1.88,UA,1682318051
398,port blair,11.6667,92.75,304.23,62,10,5.68,IN,1682318016
399,amapa,1.0,-52.0,294.46,99,100,0.45,BR,1682318052
400,seguela,7.9611,-6.6731,295.44,82,72,0.88,CI,1682318052
401,yingkou,40.6648,122.2283,287.16,24,5,5.16,CN,1682317752
402,san patricio,28.017,-97.5169,291.08,85,100,5.76,US,1682318052
403,kerman,30.2832,57.0788,294.07,32,75,3.09,IR,1682318053
404,smidovich,48.6,133.8167,282.37,24,100,8.92,RU,1682318053
405,lida,53.8833,25.2997,287.81,55,2,5.94,BY,1682318054
406,kismayo,-0.3582,42.5454,303.45,66,77,3.62,SO,1682318054
407,todos santos,23.45,-110.2167,293.82,52,100,3.4,MX,1682318054
408,daru,-9.0763,143.2092,301.31,82,99,5.18,PG,1682318055
409,minbu,20.1833,94.8833,312.33,19,6,1.94,MM,1682318055
410,dhidhdhoo,6.8833,73.1,302.37,68,99,3.6,MV,1682317988
411,areia branca,-4.9561,-37.1369,297.38,84,100,4.76,BR,1682318055
412,awjilah,29.1081,21.2869,300.19,23,2,6.57,LY,1682318056
413,ullapool,57.8987,-5.1604,277.23,75,81,3.98,GB,1682318056
414,tanete,-3.9443,119.7848,306.25,48,15,3.65,ID,1682318056
415,esqueda,30.7167,-109.5833,288.11,20,0,2.94,MX,1682318056
416,santa cruz cabralia,-16.2781,-39.0247,295.28,94,100,2.57,BR,1682318057
417,gimli,50.6336,-96.9907,274.16,69,19,3.6,CA,1682318057
418,sungaipenuh,-2.0833,101.3833,297.46,84,99,0.35,ID,1682318058
419,nanortalik,60.1432,-45.2371,273.01,88,34,1.65,GL,1682318058
420,santa catalina,9.3337,122.8637,305.14,63,38,2.58,PH,1682318058
421,gat,31.61,34.7642,296.7,100,0,2.65,IL,1682318058
422,tabas,33.5959,56.9244,302.85,21,89,1.91,IR,1682318059
423,boende,-0.2167,20.8667,295.74,87,100,1.67,CD,1682318059
424,ayagoz,47.9714,80.4392,291.35,23,100,9.02,KZ,1682318059
425,myanaung,18.2833,95.3167,313.36,20,0,2.86,MM,1682318060
426,chumikan,54.7183,135.315,277.2,52,100,3.93,RU,1682318060
427,seoul,37.5683,126.9778,293.91,28,0,3.09,KR,1682317402
428,camana,-16.6228,-72.7111,293.94,88,35,2.78,PE,1682318060
429,sulangan,11.1373,123.7228,302.12,73,15,5.57,PH,1682318061
430,sisimiut,66.9395,-53.6735,272.13,96,100,2.8,GL,1682318061
431,prince george,53.9166,-122.753,278.85,99,100,2.06,CA,1682318061
432,dzerzhinsk,56.2389,43.4631,291.05,29,0,2.0,RU,1682318061
433,cabra,37.4725,-4.4421,288.94,44,9,0.46,ES,1682318062
434,lazaro cardenas,17.9583,-102.2,296.3,84,100,1.42,MX,1682318062
435,hirara,24.8,125.2833,299.3,69,40,3.6,JP,1682318019
436,itarema,-2.9248,-39.9167,296.31,89,92,3.84,BR,1682318062
437,ichnya,50.8626,32.3942,287.68,53,42,2.54,UA,1682318063
438,lokosovo,61.1333,74.8167,273.08,57,52,8.8,RU,1682318063
439,mount darwin,-16.7725,31.5838,297.32,44,56,2.12,ZW,1682318063
440,aranos,-24.1333,19.1167,286.88,67,100,9.73,NA,1682318064
441,santarem,-2.4431,-54.7083,296.22,100,75,1.03,BR,1682318064
442,shirokiy,49.758,129.523,283.14,18,6,7.51,RU,1682318065
443,berlevag,70.8578,29.0864,273.12,80,75,6.17,NO,1682318065
444,adrar,20.5022,-10.0711,296.19,24,0,3.5,MR,1682318065
445,lewistown,40.5992,-77.5714,276.97,87,0,0.0,US,1682318066
446,san jose,37.3394,-121.895,286.08,78,20,7.6,US,1682318049
447,wajima,37.4,136.9,287.53,22,75,2.57,JP,1682317800
448,usolye-sibirskoye,52.7519,103.6453,283.81,26,0,1.87,RU,1682318066
449,umri,26.5106,78.9367,308.29,14,0,2.66,IN,1682318067
450,bang rakam,16.7585,100.1174,310.35,41,20,2.06,TH,1682318067
451,kieta,-6.2167,155.6333,301.08,82,100,0.27,PG,1682318067
452,whitehorse,60.7161,-135.0538,277.58,81,100,3.09,CA,1682318067
453,thale,51.75,11.05,285.45,79,99,5.49,DE,1682318068
454,yuganets,56.2508,43.2307,291.09,41,64,3.92,RU,1682318068
455,boden,65.8252,21.6886,273.15,84,95,3.82,SE,1682318068
456,nikolayevka,53.1257,47.2041,290.16,37,1,3.85,RU,1682318068
457,vestmannaeyjar,63.4427,-20.2734,277.03,70,100,6.53,IS,1682318069
458,jinchang,38.4953,102.1739,282.26,33,100,8.97,CN,1682318042
459,baisha,26.5222,110.9311,283.21,94,100,1.48,CN,1682318070
460,sorel,46.0418,-73.1136,280.11,95,100,3.64,CA,1682318070
461,vagur,61.4732,-6.8119,275.84,61,100,10.51,FO,1682318070
462,whitianga,-36.8333,175.7,285.6,67,4,4.33,NZ,1682318071
463,lagos,6.5833,3.75,298.26,95,100,0.52,NG,1682317798
464,shenjiamen,29.9576,122.298,286.92,89,100,8.32,CN,1682318071
465,innisfail,-17.5333,146.0333,296.58,87,93,6.65,AU,1682318071
466,north bend,43.4065,-124.2243,283.1,93,100,3.6,US,1682318072
467,bari,41.1177,16.8512,291.97,69,0,2.57,IT,1682318073
468,beloha,-25.1667,45.05,298.75,58,31,6.48,MG,1682318073
469,wajir,1.7471,40.0573,302.13,84,75,0.51,KE,1682318073
470,martinsville,36.6915,-79.8725,282.53,63,40,2.06,US,1682317901
471,svetlyy,54.675,20.1347,283.18,82,78,3.22,RU,1682318074
472,petropavlovsk-kamchatskiy,53.0452,158.6483,276.48,56,75,5.0,RU,1682318074
473,laishevo,55.4046,49.5504,292.27,51,27,3.82,RU,1682318074
474,klyuchi,52.2667,79.1667,290.3,45,4,9.07,RU,1682318075
475,umm lajj,25.0213,37.2685,302.18,49,4,3.65,SA,1682318075
476,lensk,60.7253,114.9278,275.81,52,100,3.62,RU,1682318075
477,dehui,44.5333,125.7,289.21,9,99,6.27,CN,1682318076
478,lavrentiya,65.5833,-171.0,259.1,85,3,3.69,RU,1682318076
479,college,64.8569,-147.8028,264.33,55,75,8.75,US,1682318076
480,sabla,12.7525,4.7077,301.49,52,100,5.4,NG,1682318078
481,lakatoro,-16.0999,167.4164,300.22,79,97,3.78,VU,1682318078
482,oyama,36.3,139.8,290.46,16,100,2.78,JP,1682317926
483,greymouth,-42.4667,171.2,283.34,70,0,0.68,NZ,1682318079
484,olinda,-8.0089,-34.8553,298.0,88,100,1.54,BR,1682318079
485,dauriya,49.9333,116.8667,278.77,13,100,7.37,RU,1682318080
486,vangaindrano,-23.35,47.6,299.82,70,1,1.49,MG,1682318080
487,togur,58.3631,82.8265,281.28,80,100,4.96,RU,1682318081
488,nicoya,10.1483,-85.452,298.65,81,5,0.96,CR,1682318081
489,jieshou,33.2634,115.3611,285.97,67,100,4.17,CN,1682318082
490,beringovskiy,63.05,179.3167,269.84,87,100,6.18,RU,1682318082
491,inhambane,-23.865,35.3833,299.08,62,19,4.7,MZ,1682318082
492,sangar,63.9242,127.4739,273.94,66,100,6.33,RU,1682318083
493,fairmont,39.4851,-80.1426,276.8,78,98,1.54,US,1682318083
494,evensk,61.95,159.2333,275.03,85,100,11.83,RU,1682318083
495,constitucion,-35.3333,-72.4167,284.36,91,9,2.79,CL,1682318084
496,lisala,2.15,21.5167,298.07,72,100,1.06,CD,1682318084
497,hurghada,27.2574,33.8129,298.17,36,0,4.12,EG,1682317980
498,bilibino,68.0546,166.4372,270.01,77,0,2.6,RU,1682318085
499,talcahuano,-36.7167,-73.1167,284.97,94,100,1.54,CL,1682318086
500,kaeo,-35.1,173.7833,287.77,76,5,4.17,NZ,1682318086
501,aldan,58.6031,125.3894,270.69,67,100,6.68,RU,1682318086
502,sabzevar,36.2126,57.6819,299.75,22,0,8.23,IR,1682318087
503,yacuiba,-22.038,-63.6797,289.93,98,100,1.16,BO,1682318087
504,copiague,40.6815,-73.3998,283.68,76,75,3.58,US,1682318087
505,komsomolskiy,40.4272,71.7189,299.55,19,84,3.09,UZ,1682318088
506,popondetta,-8.7537,148.2534,302.06,71,85,1.6,PG,1682318088
507,pelym,61.0108,61.9978,277.56,28,93,5.22,RU,1682318088
508,drovyanaya,51.5833,113.0333,279.16,14,1,4.73,RU,1682318088
509,portland,45.5234,-122.6762,283.02,86,100,4.02,US,1682317860
510,fare,-16.7,-151.0167,300.48,79,53,3.72,PF,1682318089
511,gasa,31.5,34.4667,294.19,55,0,2.18,PS,1682318089
512,charters towers,-20.1,146.2667,299.11,51,85,3.31,AU,1682318089
513,bodden town,19.2833,-81.25,298.67,83,88,3.01,KY,1682318090
514,brooks,50.5834,-111.8851,279.28,61,100,5.14,CA,1682318090
515,port hardy,50.6996,-127.4199,280.25,87,75,1.03,CA,1682318000
516,general roca,-39.0333,-67.5833,289.61,54,0,4.84,AR,1682318091
517,buala,-8.145,159.5921,301.15,79,38,1.26,SB,1682318091
518,maroantsetra,-15.4333,49.7333,301.26,70,0,0.33,MG,1682318091
519,vaitape,-16.5167,-151.75,300.45,77,19,2.99,PF,1682317947
520,luancheng,37.8792,114.6517,284.24,75,100,2.76,CN,1682318092
521,morro bay,35.3658,-120.8499,288.02,90,2,1.34,US,1682318092
522,nelson bay,-32.7167,152.15,294.87,80,11,4.92,AU,1682317901
523,da nang,16.0678,108.2208,304.14,66,20,3.09,VN,1682317980
524,san miguelito,9.0333,-79.5,298.84,82,100,2.57,PA,1682318093
525,ayan,56.45,138.1667,276.82,57,87,6.78,RU,1682318094
526,coahuayana,18.7333,-103.6833,295.26,92,63,1.5,MX,1682318094
527,meulaboh,4.1363,96.1285,303.71,66,56,2.84,ID,1682318094
528,orange,33.7,-117.7675,289.68,86,100,2.06,US,1682317881
529,arsk,56.0915,49.8778,289.98,41,31,4.67,RU,1682317807
530,aykhal,66.0,111.5,270.98,74,100,1.84,RU,1682317945
531,waipawa,-41.4122,175.5153,281.17,72,76,6.39,NZ,1682318095
532,tessalit,20.1986,1.0114,300.15,16,0,2.16,ML,1682318095
533,yuli,9.6989,10.2744,302.98,56,86,4.18,NG,1682318096
534,druzhba,52.0428,33.9453,287.95,52,93,3.52,UA,1682318096
535,namatanai,-3.6667,152.4333,301.58,76,97,2.28,PG,1682318096
536,kemin,42.7846,75.6892,295.53,24,40,3.52,KG,1682318096
537,prince rupert,54.3161,-130.3201,279.98,92,100,7.72,CA,1682318097
538,jalu,29.0331,21.5482,299.92,24,1,7.63,LY,1682318097
539,saint-francois,46.4154,3.9054,281.86,87,0,3.6,FR,1682318097
540,otofuke,42.9917,143.2003,280.68,52,100,8.36,JP,1682318097
541,lieksa,63.3167,30.0167,276.99,95,100,3.94,FI,1682318098
542,boundiali,9.5217,-6.4869,296.53,78,48,1.8,CI,1682318098
543,impfondo,1.6381,18.0667,296.01,88,99,0.54,CG,1682318098
544,honiara,-9.4333,159.95,300.46,85,29,0.27,SB,1682318050
545,teahupoo,-17.8333,-149.2667,296.13,83,92,5.32,PF,1682318099
546,san carlos de bariloche,-41.1456,-71.3082,279.51,56,0,1.54,AR,1682317801
547,sao paulo de olivenca,-3.3783,-68.8725,295.66,99,97,0.78,BR,1682318099
548,freeport,40.6576,-73.5832,283.69,71,75,5.66,US,1682318099
549,hamilton,39.1834,-84.5333,276.91,83,75,0.0,US,1682317802
550,jelgava,56.65,23.7128,287.17,64,92,4.13,LV,1682318100
551,troutdale,45.5393,-122.3873,282.67,85,100,4.92,US,1682318100
552,tazovskiy,67.4667,78.7,273.38,99,100,10.77,RU,1682318100
553,stephenville,32.2207,-98.2023,281.22,94,40,0.0,US,1682318101
554,vila velha,-20.3297,-40.2925,294.79,93,75,1.54,BR,1682317988
555,opuwo,-18.0607,13.84,296.0,52,3,0.91,NA,1682317823
556,hasaki,35.7333,140.8333,290.53,43,100,4.22,JP,1682317926
557,riyadh,24.6877,46.7219,302.23,26,5,3.94,SA,1682317972
558,indianola,41.3581,-93.5574,277.04,60,100,0.89,US,1682318104
559,teguise,29.0605,-13.564,289.27,77,20,6.69,ES,1682318105
560,baherden,38.4362,57.4316,300.98,23,100,3.31,TM,1682318105
561,akcakoca,41.0866,31.1162,285.34,70,0,0.96,TR,1682318105
562,carnduff,49.1667,-101.8009,270.03,93,21,2.73,CA,1682318105
563,los llanos de aridane,28.6585,-17.9182,289.01,85,75,4.12,ES,1682318060
564,rockport,28.0206,-97.0544,290.93,88,100,6.69,US,1682318106
565,allende,25.2833,-100.0167,288.7,93,100,1.36,MX,1682318106
566,goba,7.0167,39.9833,290.93,57,98,2.66,ET,1682318107
567,guaratuba,-25.8828,-48.5747,292.33,88,69,1.98,BR,1682318107
568,chumphon,10.3333,98.8333,309.05,33,69,3.89,TH,1682318107
569,concepcion,-36.827,-73.0498,285.04,94,100,1.54,CL,1682318107
570,pulandian,39.3953,121.9669,291.58,11,14,2.53,CN,1682318108
571,ocean city,39.2776,-74.5746,282.59,58,6,2.68,US,1682318108
572,tamala,52.541,43.2515,288.02,54,8,3.62,RU,1682318108
573,qasigiannguit,68.8193,-51.1922,273.29,99,100,1.69,GL,1682318109
574,novo aripuana,-5.1206,-60.3797,295.31,96,100,0.16,BR,1682318109
575,jacareacanga,-6.2222,-57.7528,294.82,98,100,0.37,BR,1682318109
576,aswan,24.0934,32.907,302.76,23,0,5.66,EG,1682318109
577,sechura,-5.5569,-80.8222,299.46,75,100,4.62,PE,1682318110
578,leshukonskoye,64.8989,45.7622,272.75,85,100,2.44,RU,1682318110
579,zbarazh,49.6636,25.7762,285.69,63,5,6.29,UA,1682318110
580,debre birhan,9.6833,39.5333,290.82,49,7,2.6,ET,1682318110
581,mecca,21.4267,39.8261,305.12,44,27,1.65,SA,1682317951
582,avera,33.194,-82.5271,288.88,54,100,2.96,US,1682318111
583,fairbanks,64.8378,-147.7164,264.34,55,75,8.75,US,1682318111
584,kudahuvadhoo,2.6708,72.8944,302.6,69,100,3.13,MV,1682318111
585,kolomak,49.8399,35.3044,287.04,67,22,3.55,UA,1682318112
586,florence,43.7667,11.25,290.01,82,75,4.02,IT,1682318112
587,davenda,53.5556,119.317,273.23,72,100,5.06,RU,1682318112
588,mnogovershinnyy,53.9353,139.9242,272.78,77,22,4.75,RU,1682318112
589,novopokrovka,49.8425,36.5477,286.9,61,12,3.44,UA,1682318113
590,lapeer,43.0514,-83.3188,276.45,77,75,0.0,US,1682318113
591,ranong,9.9658,98.6348,307.11,52,98,1.27,TH,1682318113
592,jasper,37.2001,-94.3502,280.18,52,0,3.09,US,1682318113
593,baglan,36.1307,68.7083,302.48,14,32,2.26,AF,1682318114
594,mugla,37.2303,28.3557,286.67,53,0,2.09,TR,1682318114
595,adamov,49.3016,16.6525,287.96,68,0,4.12,CZ,1682318114
596,san-pedro,4.7485,-6.6363,299.81,87,100,2.27,CI,1682318115
597,hwange,-18.3693,26.5019,300.37,35,61,2.66,ZW,1682318115
598,vagay,57.9375,69.0217,277.72,38,6,6.65,RU,1682318115
599,massakory,12.996,15.7293,305.95,24,99,0.61,TD,1682318116
600,pagudpud,18.5616,120.7868,303.23,60,37,7.35,PH,1682318116
601,cururupu,-1.8283,-44.8683,296.44,96,100,0.62,BR,1682318116
602,bretzfeld,49.1794,9.4383,283.99,86,100,5.35,DE,1682318117
603,melilla,35.2937,-2.9383,287.36,77,0,0.51,ES,1682318117
604,ozernovskiy,51.5,156.5167,272.78,94,100,10.23,RU,1682318118
605,isilkul,54.9109,71.2728,283.83,62,82,9.77,RU,1682318118
